SKUID,Department,TxnCount,AvgDaysBetweenSales,MaxGapDays,DaysSinceLastSale,FirstSaleDaysAgo
PADDLE_AND_SUP_0072,Paddle & SUP Accessories,76,121.2,299.2,15.2,730.0
PADDLE_AND_SUP_0073,Paddle & SUP Accessories,1,73.8,201.9,11.7,85.5
PADDLE_AND_SUP_0074,Paddle & SUP Accessories,5,37.5,102.1,14.8,202.6
PADDLE_AND_SUP_0075,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0076,Paddle & SUP Accessories,1,171.9,365.0,42.1,214.0
PADDLE_AND_SUP_0077,Paddle & SUP Accessories,1,117.8,233.7,14.2,132.0
PADDLE_AND_SUP_0078,Paddle & SUP Accessories,2,131.4,326.4,45.6,308.3
PADDLE_AND_SUP_0079,Paddle & SUP Accessories,1,365.0,365.0,58.2,423.2
PADDLE_AND_SUP_0080,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0081,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0082,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0083,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0084,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0085,Paddle & SUP Accessories,1,242.0,266.2,28.6,270.6
PADDLE_AND_SUP_0086,Paddle & SUP Accessories,1,18.1,34.8,7.4,25.4
PADDLE_AND_SUP_0087,Paddle & SUP Accessories,2,103.2,172.4,17.8,224.3
PADDLE_AND_SUP_0088,Paddle & SUP Accessories,1,73.4,111.1,28.8,102.2
PADDLE_AND_SUP_0089,Paddle & SUP Accessories,11,78.6,208.0,31.1,730.0
PADDLE_AND_SUP_0090,Paddle & SUP Accessories,1,157.4,268.0,99.8,257.2
PADDLE_AND_SUP_0091,Paddle & SUP Accessories,5,105.2,365.0,22.3,548.4
PADDLE_AND_SUP_0092,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0093,Paddle & SUP Accessories,55,63.0,132.8,7.6,730.0
PADDLE_AND_SUP_0094,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0095,Paddle & SUP Accessories,1,79.1,118.2,9.4,88.5
PADDLE_AND_SUP_0096,Paddle & SUP Accessories,12,30.5,63.0,15.4,382.0
PADDLE_AND_SUP_0097,Paddle & SUP Accessories,1,131.7,365.0,11.7,143.4
PADDLE_AND_SUP_0098,Paddle & SUP Accessories,5,63.3,306.5,12.7,329.1
PADDLE_AND_SUP_0099,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0100,Paddle & SUP Accessories,7,68.3,182.1,37.0,515.4
PADDLE_AND_SUP_0101,Paddle & SUP Accessories,1,273.6,365.0,33.7,307.3
PADDLE_AND_SUP_0102,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0103,Paddle & SUP Accessories,4,65.7,196.1,29.7,292.4
PADDLE_AND_SUP_0104,Paddle & SUP Accessories,12,19.4,41.3,12.7,245.2
PADDLE_AND_SUP_0105,Paddle & SUP Accessories,3,64.1,218.8,20.3,212.5
PADDLE_AND_SUP_0106,Paddle & SUP Accessories,1,143.4,365.0,42.0,185.4
PADDLE_AND_SUP_0107,Paddle & SUP Accessories,28,126.0,209.7,15.3,730.0
PADDLE_AND_SUP_0108,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0109,Paddle & SUP Accessories,1,60.0,66.0,13.5,73.4
PADDLE_AND_SUP_0110,Paddle & SUP Accessories,18,27.9,39.6,23.4,526.4
PADDLE_AND_SUP_0111,Paddle & SUP Accessories,21,106.4,275.2,21.9,730.0
PADDLE_AND_SUP_0112,Paddle & SUP Accessories,1,102.3,206.5,37.7,140.1
PADDLE_AND_SUP_0113,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0114,Paddle & SUP Accessories,14,207.4,365.0,6.4,730.0
PADDLE_AND_SUP_0115,Paddle & SUP Accessories,8,38.0,42.5,29.0,332.9
PADDLE_AND_SUP_0116,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0117,Paddle & SUP Accessories,17,76.8,103.6,20.4,730.0
PADDLE_AND_SUP_0118,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0119,Paddle & SUP Accessories,1,164.8,269.2,33.8,198.6
PADDLE_AND_SUP_0120,Paddle & SUP Accessories,1,202.1,365.0,57.6,259.7
PADDLE_AND_SUP_0121,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0122,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0123,Paddle & SUP Accessories,104,48.0,70.5,22.9,730.0
PADDLE_AND_SUP_0124,Paddle & SUP Accessories,1,56.0,105.1,20.0,76.0
PADDLE_AND_SUP_0125,Paddle & SUP Accessories,7,53.7,69.3,41.2,417.3
PADDLE_AND_SUP_0126,Paddle & SUP Accessories,13,38.8,121.7,43.2,548.1
PADDLE_AND_SUP_0127,Paddle & SUP Accessories,4,38.4,167.2,17.9,171.5
PADDLE_AND_SUP_0128,Paddle & SUP Accessories,12,159.2,296.6,106.3,730.0
PADDLE_AND_SUP_0129,Paddle & SUP Accessories,5,78.5,308.9,39.0,431.4
PADDLE_AND_SUP_0130,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0131,Paddle & SUP Accessories,17,12.0,24.7,4.9,209.0
PADDLE_AND_SUP_0132,Paddle & SUP Accessories,1,94.6,290.5,52.9,147.4
PADDLE_AND_SUP_0133,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0134,Paddle & SUP Accessories,2,233.2,365.0,121.6,588.0
PADDLE_AND_SUP_0135,Paddle & SUP Accessories,1,168.3,365.0,22.8,191.0
PADDLE_AND_SUP_0136,Paddle & SUP Accessories,1,94.6,246.6,27.4,122.0
PADDLE_AND_SUP_0137,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0138,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0139,Paddle & SUP Accessories,22,69.4,274.2,13.5,730.0
PADDLE_AND_SUP_0140,Paddle & SUP Accessories,10,22.1,63.0,20.9,241.9
PADDLE_AND_SUP_0141,Paddle & SUP Accessories,13,52.8,90.0,14.3,701.0
PADDLE_AND_SUP_0142,Paddle & SUP Accessories,8,60.6,66.7,22.5,507.4
PADDLE_AND_SUP_0143,Paddle & SUP Accessories,16,66.4,88.0,17.5,730.0
PADDLE_AND_SUP_0144,Paddle & SUP Accessories,2,221.4,243.5,10.1,452.9
PADDLE_AND_SUP_0145,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0146,Paddle & SUP Accessories,1,177.3,365.0,24.3,201.6
PADDLE_AND_SUP_0147,Paddle & SUP Accessories,1,165.4,252.8,79.3,244.7
PADDLE_AND_SUP_0148,Paddle & SUP Accessories,1,86.2,246.8,38.4,124.6
PADDLE_AND_SUP_0149,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0150,Paddle & SUP Accessories,18,67.3,75.2,5.2,730.0
PADDLE_AND_SUP_0151,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0152,Paddle & SUP Accessories,3,215.1,365.0,81.0,726.4
PADDLE_AND_SUP_0153,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0154,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0155,Paddle & SUP Accessories,4,183.1,365.0,14.8,730.0
PADDLE_AND_SUP_0156,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0157,Paddle & SUP Accessories,0,,,,
PADDLE_AND_SUP_0158,Paddle & SUP Accessories,21,30.3,127.2,10.2,647.2
PADDLE_AND_SUP_0159,Paddle & SUP Accessories,3,114.8,129.4,19.4,364.0
CAMPING_AND_SH_0001,Camping & Shelter,0,,,,
CAMPING_AND_SH_0002,Camping & Shelter,0,,,,
CAMPING_AND_SH_0003,Camping & Shelter,1,151.7,365.0,34.9,186.6
CAMPING_AND_SH_0004,Camping & Shelter,1,68.7,94.8,13.1,81.8
CAMPING_AND_SH_0005,Camping & Shelter,2,51.0,120.5,44.8,146.7
CAMPING_AND_SH_0006,Camping & Shelter,0,,,,
CAMPING_AND_SH_0007,Camping & Shelter,0,,,,
CAMPING_AND_SH_0008,Camping & Shelter,0,,,,
CAMPING_AND_SH_0009,Camping & Shelter,4,53.3,162.8,13.9,227.0
CAMPING_AND_SH_0010,Camping & Shelter,6,151.6,267.0,20.1,730.0
CAMPING_AND_SH_0011,Camping & Shelter,0,,,,
CAMPING_AND_SH_0012,Camping & Shelter,0,,,,
CAMPING_AND_SH_0013,Camping & Shelter,1,74.3,295.5,12.6,86.9
CAMPING_AND_SH_0014,Camping & Shelter,0,,,,
CAMPING_AND_SH_0015,Camping & Shelter,11,112.2,206.8,137.5,730.0
CAMPING_AND_SH_0016,Camping & Shelter,3,298.7,365.0,62.8,730.0
CAMPING_AND_SH_0017,Camping & Shelter,2,103.4,311.1,11.3,218.0
CAMPING_AND_SH_0018,Camping & Shelter,15,90.6,365.0,13.3,730.0
CAMPING_AND_SH_0019,Camping & Shelter,1,172.6,365.0,28.1,200.7
CAMPING_AND_SH_0020,Camping & Shelter,0,,,,
CAMPING_AND_SH_0021,Camping & Shelter,23,147.8,322.0,26.7,730.0
CAMPING_AND_SH_0022,Camping & Shelter,0,,,,
CAMPING_AND_SH_0023,Camping & Shelter,34,172.4,280.7,9.8,730.0
CAMPING_AND_SH_0024,Camping & Shelter,0,,,,
CAMPING_AND_SH_0025,Camping & Shelter,29,129.8,168.8,28.2,730.0
CAMPING_AND_SH_0026,Camping & Shelter,133,150.5,208.3,8.9,730.0
CAMPING_AND_SH_0027,Camping & Shelter,19,125.9,365.0,7.4,730.0
CAMPING_AND_SH_0028,Camping & Shelter,4,181.9,356.9,7.9,730.0
CAMPING_AND_SH_0029,Camping & Shelter,1,52.2,148.3,4.7,56.9
CAMPING_AND_SH_0030,Camping & Shelter,1,253.7,365.0,118.3,372.0
CAMPING_AND_SH_0031,Camping & Shelter,0,,,,
CAMPING_AND_SH_0032,Camping & Shelter,3,126.0,365.0,9.0,387.0
CAMPING_AND_SH_0033,Camping & Shelter,11,125.7,288.2,15.5,730.0
CAMPING_AND_SH_0034,Camping & Shelter,0,,,,
CAMPING_AND_SH_0035,Camping & Shelter,0,,,,
CAMPING_AND_SH_0036,Camping & Shelter,1,209.5,365.0,27.2,236.7
CAMPING_AND_SH_0037,Camping & Shelter,7,94.5,110.2,43.2,704.7
CAMPING_AND_SH_0038,Camping & Shelter,9,139.7,175.7,23.6,730.0
CAMPING_AND_SH_0039,Camping & Shelter,105,121.0,138.9,36.3,730.0
CAMPING_AND_SH_0040,Camping & Shelter,0,,,,
CAMPING_AND_SH_0041,Camping & Shelter,0,,,,
CAMPING_AND_SH_0042,Camping & Shelter,0,,,,
CAMPING_AND_SH_0043,Camping & Shelter,2,46.0,58.2,6.7,98.8
CAMPING_AND_SH_0044,Camping & Shelter,0,,,,
CAMPING_AND_SH_0045,Camping & Shelter,1,179.8,224.2,29.4,209.2
CAMPING_AND_SH_0046,Camping & Shelter,0,,,,
CAMPING_AND_SH_0047,Camping & Shelter,12,111.1,365.0,196.8,730.0
CAMPING_AND_SH_0048,Camping & Shelter,1,174.6,365.0,55.3,229.9
CAMPING_AND_SH_0049,Camping & Shelter,1,270.8,365.0,45.0,315.8
CAMPING_AND_SH_0050,Camping & Shelter,1,174.9,365.0,224.6,399.5
CAMPING_AND_SH_0051,Camping & Shelter,1,327.1,365.0,120.5,447.6
CAMPING_AND_SH_0052,Camping & Shelter,2,40.4,116.3,3.8,84.6
CAMPING_AND_SH_0053,Camping & Shelter,2,97.2,167.2,3.6,198.1
CAMPING_AND_SH_0054,Camping & Shelter,8,210.5,365.0,42.6,730.0
CAMPING_AND_SH_0055,Camping & Shelter,57,154.6,237.1,29.3,730.0
CAMPING_AND_SH_0056,Camping & Shelter,1,76.3,181.8,23.1,99.4
CAMPING_AND_SH_0057,Camping & Shelter,6,159.2,233.7,131.4,730.0
CAMPING_AND_SH_0058,Camping & Shelter,0,,,,
CAMPING_AND_SH_0059,Camping & Shelter,1,171.1,365.0,43.2,214.3
CAMPING_AND_SH_0060,Camping & Shelter,10,93.9,194.2,25.5,730.0
CAMPING_AND_SH_0061,Camping & Shelter,1,108.0,225.5,161.3,269.3
CAMPING_AND_SH_0062,Camping & Shelter,4,138.6,187.4,14.3,568.8
CAMPING_AND_SH_0063,Camping & Shelter,0,,,,
CAMPING_AND_SH_0064,Camping & Shelter,1,350.2,365.0,93.2,443.4
CAMPING_AND_SH_0065,Camping & Shelter,1,72.7,224.4,34.3,106.9
CAMPING_AND_SH_0066,Camping & Shelter,1,130.4,253.4,76.3,206.8
CAMPING_AND_SH_0067,Camping & Shelter,3,173.2,365.0,19.5,539.2
CAMPING_AND_SH_0068,Camping & Shelter,1,136.5,299.7,8.3,144.8
CAMPING_AND_SH_0069,Camping & Shelter,0,,,,
CAMPING_AND_SH_0070,Camping & Shelter,4,153.8,365.0,27.3,642.3
CAMPING_AND_SH_0071,Camping & Shelter,0,,,,
CAMPING_AND_SH_0072,Camping & Shelter,5,43.4,81.4,62.5,279.6
CAMPING_AND_SH_0073,Camping & Shelter,1,218.3,365.0,182.1,400.4
CAMPING_AND_SH_0074,Camping & Shelter,1,146.2,365.0,5.7,151.8
CAMPING_AND_SH_0075,Camping & Shelter,25,60.7,181.1,51.1,730.0
CAMPING_AND_SH_0076,Camping & Shelter,0,,,,
CAMPING_AND_SH_0077,Camping & Shelter,0,,,,
CAMPING_AND_SH_0078,Camping & Shelter,8,173.2,365.0,40.6,730.0
CAMPING_AND_SH_0079,Camping & Shelter,1,178.8,365.0,21.3,200.1
CAMPING_AND_SH_0080,Camping & Shelter,0,,,,
CAMPING_AND_SH_0081,Camping & Shelter,0,,,,
CAMPING_AND_SH_0082,Camping & Shelter,179,25.1,50.6,8.6,730.0
CAMPING_AND_SH_0083,Camping & Shelter,2,101.9,132.3,27.9,231.8
CAMPING_AND_SH_0084,Camping & Shelter,2,83.5,107.5,20.4,187.4
CAMPING_AND_SH_0085,Camping & Shelter,2,184.4,365.0,26.9,395.7
CAMPING_AND_SH_0086,Camping & Shelter,0,,,,
CAMPING_AND_SH_0087,Camping & Shelter,0,,,,
CAMPING_AND_SH_0088,Camping & Shelter,92,127.6,159.9,19.5,730.0
CAMPING_AND_SH_0089,Camping & Shelter,1,81.1,236.2,5.5,86.6
CAMPING_AND_SH_0090,Camping & Shelter,0,,,,
CAMPING_AND_SH_0091,Camping & Shelter,95,57.0,99.9,39.3,730.0
CAMPING_AND_SH_0092,Camping & Shelter,7,93.2,210.6,17.9,670.6
CAMPING_AND_SH_0093,Camping & Shelter,1,63.7,198.2,45.4,109.0
CAMPING_AND_SH_0094,Camping & Shelter,0,,,,
CAMPING_AND_SH_0095,Camping & Shelter,10,109.0,333.4,46.6,730.0
CAMPING_AND_SH_0096,Camping & Shelter,10,266.7,365.0,46.6,730.0
CAMPING_AND_SH_0097,Camping & Shelter,1,121.6,221.7,32.0,153.5
CAMPING_AND_SH_0098,Camping & Shelter,3,246.0,365.0,70.9,730.0
CAMPING_AND_SH_0099,Camping & Shelter,0,,,,
CAMPING_AND_SH_0100,Camping & Shelter,0,,,,
CAMPING_AND_SH_0101,Camping & Shelter,0,,,,
CAMPING_AND_SH_0102,Camping & Shelter,0,,,,
CAMPING_AND_SH_0103,Camping & Shelter,1,271.0,365.0,63.8,334.8
CAMPING_AND_SH_0104,Camping & Shelter,4,43.3,174.8,32.3,205.5
CAMPING_AND_SH_0105,Camping & Shelter,9,89.9,98.8,21.1,730.0
CAMPING_AND_SH_0106,Camping & Shelter,3,125.3,230.5,13.0,388.9
CAMPING_AND_SH_0107,Camping & Shelter,3,185.7,365.0,13.4,570.4
CAMPING_AND_SH_0108,Camping & Shelter,1,121.8,171.3,52.7,174.5
CAMPING_AND_SH_0109,Camping & Shelter,0,,,,
CAMPING_AND_SH_0110,Camping & Shelter,0,,,,
CAMPING_AND_SH_0111,Camping & Shelter,3,144.2,185.6,17.7,450.4
CAMPING_AND_SH_0112,Camping & Shelter,1,88.4,344.1,47.1,135.6
CAMPING_AND_SH_0113,Camping & Shelter,0,,,,
CAMPING_AND_SH_0114,Camping & Shelter,1,117.6,318.2,145.4,263.0
CAMPING_AND_SH_0115,Camping & Shelter,28,167.0,365.0,11.2,730.0
CAMPING_AND_SH_0116,Camping & Shelter,1,147.2,171.6,77.2,224.4
CAMPING_AND_SH_0117,Camping & Shelter,4,89.1,365.0,31.9,388.1
CAMPING_AND_SH_0118,Camping & Shelter,1,345.7,365.0,218.7,564.4
CAMPING_AND_SH_0119,Camping & Shelter,0,,,,
CAMPING_AND_SH_0120,Camping & Shelter,4,178.3,308.9,82.7,730.0
CAMPING_AND_SH_0121,Camping & Shelter,5,128.6,365.0,44.7,687.7
CAMPING_AND_SH_0122,Camping & Shelter,4,77.3,107.8,6.6,315.9
CAMPING_AND_SH_0123,Camping & Shelter,0,,,,
CAMPING_AND_SH_0124,Camping & Shelter,4,183.0,365.0,80.7,730.0
CAMPING_AND_SH_0125,Camping & Shelter,1,114.3,365.0,26.9,141.2
CAMPING_AND_SH_0126,Camping & Shelter,5,234.4,257.9,107.7,730.0
CAMPING_AND_SH_0127,Camping & Shelter,0,,,,
CAMPING_AND_SH_0128,Camping & Shelter,37,41.7,76.1,33.5,730.0
CAMPING_AND_SH_0129,Camping & Shelter,0,,,,
CAMPING_AND_SH_0130,Camping & Shelter,2,365.0,365.0,182.2,730.0
CAMPING_AND_SH_0131,Camping & Shelter,6,178.5,208.2,45.9,730.0
CAMPING_AND_SH_0132,Camping & Shelter,7,58.8,73.1,18.9,430.7
CAMPING_AND_SH_0133,Camping & Shelter,5,227.5,285.8,41.6,730.0
CAMPING_AND_SH_0134,Camping & Shelter,5,77.0,128.4,13.4,398.3
CAMPING_AND_SH_0135,Camping & Shelter,0,,,,
CAMPING_AND_SH_0136,Camping & Shelter,0,,,,
CAMPING_AND_SH_0137,Camping & Shelter,0,,,,
CAMPING_AND_SH_0138,Camping & Shelter,0,,,,
CAMPING_AND_SH_0139,Camping & Shelter,126,55.7,155.2,34.5,730.0
CAMPING_AND_SH_0140,Camping & Shelter,8,41.5,172.6,20.5,352.9
CAMPING_AND_SH_0141,Camping & Shelter,10,56.1,68.2,23.1,584.1
CAMPING_AND_SH_0142,Camping & Shelter,1,93.4,196.3,25.1,118.5
CAMPING_AND_SH_0143,Camping & Shelter,11,173.7,365.0,18.8,730.0
CAMPING_AND_SH_0144,Camping & Shelter,3,199.4,365.0,88.1,686.3
CAMPING_AND_SH_0145,Camping & Shelter,1,256.6,365.0,64.6,321.3
CAMPING_AND_SH_0146,Camping & Shelter,1,155.6,365.0,35.4,191.0
CAMPING_AND_SH_0147,Camping & Shelter,1,73.7,167.6,10.8,84.5
CAMPING_AND_SH_0148,Camping & Shelter,2,285.2,365.0,94.9,665.2
CAMPING_AND_SH_0149,Camping & Shelter,0,,,,
CAMPING_AND_SH_0150,Camping & Shelter,0,,,,
CAMPING_AND_SH_0151,Camping & Shelter,100,150.9,334.1,15.2,730.0
CAMPING_AND_SH_0152,Camping & Shelter,2,126.9,139.6,67.5,321.4
CAMPING_AND_SH_0153,Camping & Shelter,10,71.9,130.9,21.3,730.0
CAMPING_AND_SH_0154,Camping & Shelter,0,,,,
CAMPING_AND_SH_0155,Camping & Shelter,4,108.8,233.0,13.0,448.4
SLEEP_SYSTEMS_0001,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0002,Sleep Systems,7,180.3,365.0,106.2,730.0
SLEEP_SYSTEMS_0003,Sleep Systems,1,216.9,365.0,49.9,266.8
SLEEP_SYSTEMS_0004,Sleep Systems,6,254.9,365.0,30.1,730.0
SLEEP_SYSTEMS_0005,Sleep Systems,24,193.7,365.0,31.1,730.0
SLEEP_SYSTEMS_0006,Sleep Systems,3,81.1,190.6,5.7,248.9
SLEEP_SYSTEMS_0007,Sleep Systems,4,103.6,156.2,25.7,440.2
SLEEP_SYSTEMS_0008,Sleep Systems,1,247.2,365.0,44.6,291.7
SLEEP_SYSTEMS_0009,Sleep Systems,2,193.2,325.8,97.1,483.4
SLEEP_SYSTEMS_0010,Sleep Systems,1,116.7,135.6,30.7,147.4
SLEEP_SYSTEMS_0011,Sleep Systems,1,250.6,275.6,47.7,298.3
SLEEP_SYSTEMS_0012,Sleep Systems,7,175.6,365.0,74.8,730.0
SLEEP_SYSTEMS_0013,Sleep Systems,1,90.7,220.6,10.1,100.8
SLEEP_SYSTEMS_0014,Sleep Systems,1,45.2,106.6,22.0,67.2
SLEEP_SYSTEMS_0015,Sleep Systems,18,137.5,365.0,108.3,730.0
SLEEP_SYSTEMS_0016,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0017,Sleep Systems,2,131.5,288.0,11.8,274.9
SLEEP_SYSTEMS_0018,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0019,Sleep Systems,4,192.0,365.0,60.0,730.0
SLEEP_SYSTEMS_0020,Sleep Systems,16,74.5,199.3,11.4,730.0
SLEEP_SYSTEMS_0021,Sleep Systems,1,365.0,365.0,68.3,433.3
SLEEP_SYSTEMS_0022,Sleep Systems,23,178.0,365.0,15.9,730.0
SLEEP_SYSTEMS_0023,Sleep Systems,1,69.1,111.4,22.4,91.5
SLEEP_SYSTEMS_0024,Sleep Systems,6,171.0,365.0,7.1,730.0
SLEEP_SYSTEMS_0025,Sleep Systems,17,320.5,365.0,40.5,730.0
SLEEP_SYSTEMS_0026,Sleep Systems,5,219.6,365.0,82.5,730.0
SLEEP_SYSTEMS_0027,Sleep Systems,3,105.3,255.9,18.6,334.4
SLEEP_SYSTEMS_0028,Sleep Systems,7,154.4,235.4,5.9,730.0
SLEEP_SYSTEMS_0029,Sleep Systems,12,106.1,304.6,13.1,730.0
SLEEP_SYSTEMS_0030,Sleep Systems,8,85.0,365.0,29.3,709.0
SLEEP_SYSTEMS_0031,Sleep Systems,2,61.8,129.6,7.7,131.3
SLEEP_SYSTEMS_0032,Sleep Systems,1,236.1,327.8,4.4,240.5
SLEEP_SYSTEMS_0033,Sleep Systems,5,107.0,332.4,31.5,566.3
SLEEP_SYSTEMS_0034,Sleep Systems,13,137.7,167.1,16.3,730.0
SLEEP_SYSTEMS_0035,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0036,Sleep Systems,3,113.0,277.3,60.5,399.6
SLEEP_SYSTEMS_0037,Sleep Systems,1,110.3,365.0,23.8,134.1
SLEEP_SYSTEMS_0038,Sleep Systems,1,246.9,365.0,25.1,272.0
SLEEP_SYSTEMS_0039,Sleep Systems,1,278.6,317.0,34.9,313.5
SLEEP_SYSTEMS_0040,Sleep Systems,1,345.3,365.0,38.4,383.7
SLEEP_SYSTEMS_0041,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0042,Sleep Systems,1,104.8,201.3,17.5,122.3
SLEEP_SYSTEMS_0043,Sleep Systems,1,365.0,365.0,46.7,411.7
SLEEP_SYSTEMS_0044,Sleep Systems,1,112.4,253.8,16.1,128.5
SLEEP_SYSTEMS_0045,Sleep Systems,11,162.3,178.6,73.6,730.0
SLEEP_SYSTEMS_0046,Sleep Systems,32,151.1,222.7,9.3,730.0
SLEEP_SYSTEMS_0047,Sleep Systems,4,112.5,363.6,61.1,511.0
SLEEP_SYSTEMS_0048,Sleep Systems,8,325.9,365.0,268.5,730.0
SLEEP_SYSTEMS_0049,Sleep Systems,8,114.1,295.3,174.6,730.0
SLEEP_SYSTEMS_0050,Sleep Systems,38,103.3,113.8,17.8,730.0
SLEEP_SYSTEMS_0051,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0052,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0053,Sleep Systems,11,140.2,339.0,41.0,730.0
SLEEP_SYSTEMS_0054,Sleep Systems,1,106.8,365.0,50.5,157.3
SLEEP_SYSTEMS_0055,Sleep Systems,7,136.8,365.0,50.9,730.0
SLEEP_SYSTEMS_0056,Sleep Systems,46,224.0,365.0,50.9,730.0
SLEEP_SYSTEMS_0057,Sleep Systems,16,172.0,365.0,149.7,730.0
SLEEP_SYSTEMS_0058,Sleep Systems,1,126.1,365.0,20.8,146.9
SLEEP_SYSTEMS_0059,Sleep Systems,6,152.4,355.1,100.6,730.0
SLEEP_SYSTEMS_0060,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0061,Sleep Systems,51,63.7,90.1,10.7,730.0
SLEEP_SYSTEMS_0062,Sleep Systems,3,138.4,365.0,34.5,449.6
SLEEP_SYSTEMS_0063,Sleep Systems,16,188.0,365.0,28.0,730.0
SLEEP_SYSTEMS_0064,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0065,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0066,Sleep Systems,16,144.5,159.0,11.7,730.0
SLEEP_SYSTEMS_0067,Sleep Systems,1,128.8,141.6,13.2,142.0
SLEEP_SYSTEMS_0068,Sleep Systems,9,255.9,365.0,78.6,730.0
SLEEP_SYSTEMS_0069,Sleep Systems,58,146.2,216.7,33.8,730.0
SLEEP_SYSTEMS_0070,Sleep Systems,11,205.8,322.4,10.4,730.0
SLEEP_SYSTEMS_0071,Sleep Systems,2,275.7,365.0,69.0,620.3
SLEEP_SYSTEMS_0072,Sleep Systems,31,108.2,365.0,16.5,730.0
SLEEP_SYSTEMS_0073,Sleep Systems,14,351.3,365.0,28.2,730.0
SLEEP_SYSTEMS_0074,Sleep Systems,9,365.0,365.0,66.4,730.0
SLEEP_SYSTEMS_0075,Sleep Systems,1,258.3,365.0,27.4,285.7
SLEEP_SYSTEMS_0076,Sleep Systems,6,134.3,147.7,43.9,730.0
SLEEP_SYSTEMS_0077,Sleep Systems,4,107.8,365.0,25.5,456.8
SLEEP_SYSTEMS_0078,Sleep Systems,1,98.4,192.0,19.4,117.8
SLEEP_SYSTEMS_0079,Sleep Systems,1,260.0,365.0,47.0,307.0
SLEEP_SYSTEMS_0080,Sleep Systems,1,136.7,184.1,21.2,158.0
SLEEP_SYSTEMS_0081,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0082,Sleep Systems,2,132.0,198.0,41.2,305.2
SLEEP_SYSTEMS_0083,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0084,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0085,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0086,Sleep Systems,1,132.7,293.7,13.0,145.8
SLEEP_SYSTEMS_0087,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0088,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0089,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0090,Sleep Systems,8,162.3,361.6,12.9,730.0
SLEEP_SYSTEMS_0091,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0092,Sleep Systems,8,70.9,114.7,15.5,583.0
SLEEP_SYSTEMS_0093,Sleep Systems,6,160.2,365.0,33.8,730.0
SLEEP_SYSTEMS_0094,Sleep Systems,3,133.6,252.3,77.1,478.0
SLEEP_SYSTEMS_0095,Sleep Systems,15,109.3,302.6,19.6,730.0
SLEEP_SYSTEMS_0096,Sleep Systems,49,30.9,124.7,9.3,730.0
SLEEP_SYSTEMS_0097,Sleep Systems,1,118.4,365.0,97.6,216.0
SLEEP_SYSTEMS_0098,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0099,Sleep Systems,62,273.1,365.0,97.4,730.0
SLEEP_SYSTEMS_0100,Sleep Systems,102,117.5,169.9,18.2,730.0
SLEEP_SYSTEMS_0101,Sleep Systems,4,141.3,229.8,113.8,678.9
SLEEP_SYSTEMS_0102,Sleep Systems,0,,,,
SLEEP_SYSTEMS_0103,Sleep Systems,3,126.6,317.0,24.9,404.6
